name,quantity,calories,carbohydrate,fat,protein,link
Sosatie,"Shebeen, 1 (348 grams)(12 oz)",卡路里: 647,碳水化合: 40.1克,脂肪: 32克,蛋白質: 45克,Sosatie
Pap,"pap, 1 g",卡路里: 27,碳水化合: 4.8克,脂肪: 0.5克,蛋白質: 0.6克,Pap
Umngqusho,"Homemade, 100 g",卡路里: 75,碳水化合: 14克,脂肪: 2.9克,蛋白質: 1.8克,Umngqusho
Malva pudding,"Homemade, 100 g",卡路里: 317,碳水化合: 46克,脂肪: 15克,蛋白質: 0克,Malva%20pudding
Vichyssoise,1 Sch?ssel,卡路里: 379,碳水化合: 35.5克,脂肪: 24克,蛋白質: 10.1克,Vichyssoise
Maxwell Street Polish,"Maxwell street polish, 1 sausage",卡路里: 340,碳水化合: 2克,脂肪: 30克,蛋白質: 16克,Maxwell%20Street%20Polish
Vetkoek,"Generic, 0.5 cup",卡路里: 102,碳水化合: 20克,脂肪: 0克,蛋白質: 4克,Vetkoek
Mealie bread,"Pearlenta, 100 g",卡路里: 350,碳水化合: 73克,脂肪: 2.7克,蛋白質: 5.6克,Mealie%20bread
Chakalaka,"Generic, 2 spoons",卡路里: 20,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Chakalaka
Frikkadel,43.08 gramm,卡路里: 94,碳水化合: 6.9克,脂肪: 4.5克,蛋白質: 6.9克,Frikkadel
07fr1x,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,07fr1x
Tteokguk,"Generic, 153 g",卡路里: 220,碳水化合: 50克,脂肪: 0.3克,蛋白質: 4克,Tteokguk
Coney Island hot dog,1 chili dog,卡路里: 296,碳水化合: 31.3克,脂肪: 13.4克,蛋白質: 13.5克,Coney%20Island%20hot%20dog
Tirokafteri,"Tirokafteri, 100 Gramm",卡路里: 228,碳水化合: 3.1克,脂肪: 20克,蛋白質: 8.4克,Tirokafteri
Fesikh,"Generic, 90 gm",卡路里: 139,碳水化合: 0克,脂肪: 5克,蛋白質: 23克,Fesikh
Boston cream pie,"Boston Cream Pie, 1 slice",卡路里: 240,碳水化合: 36克,脂肪: 8克,蛋白質: 2克,Boston%20cream%20pie
Buttermilk koldsk?l,"?kologisk Koldsk?l, 1 porsjon 186 g",卡路里: 102,碳水化合: 18.7克,脂肪: 2.4克,蛋白質: 4.2克,Buttermilk%20koldsk?l
White boiled shrimp,"Shrimp - Boiled, 3 oz (about 5 med pc/oz)",卡路里: 121,碳水化合: 1克,脂肪: 2克,蛋白質: 23.2克,White%20boiled%20shrimp
Bagnun,"Generic Bagnun, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Bagnun
Buntil,"Homemade, 1 porsi (100 g)",卡路里: 228,碳水化合: 14.1克,脂肪: 29克,蛋白質: 12.1克,Buntil
07l949,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,07l949
Pisto,"Pisto, 1200 gram",卡路里: 452,碳水化合: 90.3克,脂肪: 6.6克,蛋白質: 20.6克,Pisto
Dhokla,"Homemade, 86 g",卡路里: 136,碳水化合: 17.9克,脂肪: 11.8克,蛋白質: 8.6克,Dhokla
Al pastor,"Carne Al Pastor, 4 oz",卡路里: 200,碳水化合: 4克,脂肪: 12克,蛋白質: 18克,Al%20pastor
St. Paul sandwich,"St. Paul, 33 cL",卡路里: 207,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,St.%20Paul%20sandwich
Melonpan,"Melonpan?7eleven, 1 Brot",卡路里: 363,碳水化合: 52.1克,脂肪: 13.9克,蛋白質: 8.1克,Melonpan
Haupia,"Generic, 1 piece (23 g)",卡路里: 57,碳水化合: 5克,脂肪: 4克,蛋白質: 0克,Haupia
L?ngos,50.41 gramm,卡路里: 142,碳水化合: 23.1克,脂肪: 4.4克,蛋白質: 3.4克,L?ngos
?touff?e,"Bayou ?touff?e, 1 cup",卡路里: 60,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,?touff?e
Galaktoboureko,"Homemade, 1 Piece",卡路里: 393,碳水化合: 55.9克,脂肪: 15.5克,蛋白質: 8克,Galaktoboureko
B?rek,"B?rek, 100 g",卡路里: 225,碳水化合: 11克,脂肪: 15.9克,蛋白質: 6.6克,B?rek
Suya,"Suya, 130.3 g",卡路里: 334,碳水化合: 3.1克,脂肪: 18.9克,蛋白質: 36.8克,Suya
Rye bread,1 slice,卡路里: 83,碳水化合: 15.5克,脂肪: 1.1克,蛋白質: 2.7克,Rye%20bread
Escudella i carn d'olla,"Casero, 1 plat",卡路里: 574,碳水化合: 109.3克,脂肪: 23.3克,蛋白質: 30.6克,Escudella%20i%20carn%20d'olla
Gari,"gari, 1 biscuit",卡路里: 155,碳水化合: 17克,脂肪: 8克,蛋白質: 1克,Gari
Tilkut,"tilkut, 100 gram",卡路里: 513,碳水化合: 62.4克,脂肪: 26.9克,蛋白質: 9.9克,Tilkut
Botok,165.14 gramme,卡路里: 353,碳水化合: 37克,脂肪: 23.1克,蛋白質: 9.1克,Botok
Tatws Pum Munud,"Generic Tatws Pum Munud, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Tatws%20Pum%20Munud
Char siu,28.32 gramme,卡路里: 43,碳水化合: 2.1克,脂肪: 0.9克,蛋白質: 6.2克,Char%20siu
Burgoo,"Burgoo, 540 ml",卡路里: 446,碳水化合: 52克,脂肪: 13克,蛋白質: 35克,Burgoo
Cac?k,"Mbt, 1 plate",卡路里: 61,碳水化合: 7克,脂肪: 2克,蛋白質: 4克,Cac?k
Barfi,"Barfi, 1 peice",卡路里: 84,碳水化合: 10克,脂肪: 4克,蛋白質: 1克,Barfi
Mulligan stew,"Bevs, 1 bowl",卡路里: 391,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Mulligan%20stew
Biangbiang noodles,"Generic, 431 g",卡路里: 565,碳水化合: 60.3克,脂肪: 32.4克,蛋白質: 12.7克,Biangbiang%20noodles
Banana pudding,"Southern Living Banana Pudding, 1 serving",卡路里: 359,碳水化合: 70.7克,脂肪: 3.6克,蛋白質: 11克,Banana%20pudding
Crab cake,1 medium cake,卡路里: 160,碳水化合: 5.1克,脂肪: 10克,蛋白質: 11.2克,Crab%20cake
Chinese sausage,"Chinese sausage, 1 link",卡路里: 200,碳水化合: 3克,脂肪: 20克,蛋白質: 11克,Chinese%20sausage
Veal,"veal, 100 g",卡路里: 114,碳水化合: 0克,脂肪: 1.5克,蛋白質: 24.8克,Veal
Curry bread,"Curry bread, 1 pack",卡路里: 261,碳水化合: 33.2克,脂肪: 11.6克,蛋白質: 5.9克,Curry%20bread
Pastry heart,"Homemade, 1 piece: 1.5""",卡路里: 106,碳水化合: 10克,脂肪: 6.9克,蛋白質: 1.1克,Pastry%20heart
Cr?me caramel,"Generic, 100 g",卡路里: 146,碳水化合: 23克,脂肪: 4克,蛋白質: 4.5克,Cr?me%20caramel
Panada,"Kue Panada, 1 item",卡路里: 135,碳水化合: 19.5克,脂肪: 2.8克,蛋白質: 7.8克,Panada
Pie ? la Mode,246.34 gramme,卡路里: 318,碳水化合: 6.6克,脂肪: 15.1克,蛋白質: 38.5克,Pie%20?%20la%20Mode
Bonus Jack,"Jack In the Box Bonus Jack, 1 serving",卡路里: 540,碳水化合: 34克,脂肪: 33克,蛋白質: 25克,Bonus%20Jack
Princess cake,1 piece,卡路里: 474,碳水化合: 58.5克,脂肪: 23.4克,蛋白質: 9克,Princess%20cake
Harihari-nabe,"Generic Harihari-nabe, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Harihari-nabe
Hot chicken,"Shreded Hot Chicken, 6 oz",卡路里: 180,碳水化合: 3克,脂肪: 4克,蛋白質: 35克,Hot%20chicken
Chhena Jhili,"Generic Chhena Jhili, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Chhena%20Jhili
Grape pie,"Homemade, 1 slice",卡路里: 350,碳水化合: 52克,脂肪: 15克,蛋白質: 3克,Grape%20pie
Chicken bog,"Sandra's, 0.5 cup",卡路里: 236,碳水化合: 29克,脂肪: 9克,蛋白質: 18克,Chicken%20bog
Sausage gravy,"Outtakes, 1 Ladle (oz)",卡路里: 66,碳水化合: 2.6克,脂肪: 4.9克,蛋白質: 2.8克,Sausage%20gravy
Derby pie,"Derby Pie, 1 Slice",卡路里: 380,碳水化合: 31克,脂肪: 26克,蛋白質: 5克,Derby%20pie
Ice cream cake,"Cake, 1 piece",卡路里: 300,碳水化合: 34克,脂肪: 16克,蛋白質: 4克,Ice%20cream%20cake
Swiss steak,"Homemade Swiss Steak, 4 oz.",卡路里: 210,碳水化合: 3克,脂肪: 0克,蛋白質: 0克,Swiss%20steak
083tx9,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,083tx9
Stack cake,"Apple Stack Cake, 1 slice",卡路里: 345,碳水化合: 60.8克,脂肪: 10.6克,蛋白質: 1.8克,Stack%20cake
Lobster Newberg,"Homemade, 1 cup",卡路里: 605,碳水化合: 12克,脂肪: 49克,蛋白質: 30克,Lobster%20Newberg
Nikujaga,"Nikujaga, 20 ml",卡路里: 21,碳水化合: 4.4克,脂肪: 0克,蛋白質: 0.6克,Nikujaga
Manti,"Manti, 100 gr",卡路里: 170,碳水化合: 32克,脂肪: 3.5克,蛋白質: 4.1克,Manti
Parmigiana,"Parmigiana, 28 g",卡路里: 110,碳水化合: 0克,脂肪: 8克,蛋白質: 9克,Parmigiana
Palatschinke,1 cr?pe,卡路里: 106,碳水化合: 10.8克,脂肪: 5.3克,蛋白質: 3.8克,Palatschinke
Gujeolpan,"Generic Gujeolpan, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Gujeolpan
Rajas con crema,"Generic, 1 cup cooked",卡路里: 145,碳水化合: 7克,脂肪: 113克,蛋白質: 2克,Rajas%20con%20crema
Mak-guksu,"Korean, 100 g",卡路里: 368,碳水化合: 77克,脂肪: 1克,蛋白質: 11克,Mak-guksu
Tetrazzini,"Chicken, 1 cup",卡路里: 282,碳水化合: 28克,脂肪: 10克,蛋白質: 3克,Tetrazzini
Squid,"Squid Ring, 100 g",卡路里: 100,碳水化合: 3克,脂肪: 2克,蛋白質: 17克,Squid
Palak paneer,"Homemade, 100 g",卡路里: 97,碳水化合: 13.7克,脂肪: 7克,蛋白質: 9.5克,Palak%20paneer
Krumkake,"Homemade, 1 cookie",卡路里: 55,碳水化合: 7克,脂肪: 3克,蛋白質: 1克,Krumkake
Bolani,"Bolani, 99 gram",卡路里: 84,碳水化合: 15克,脂肪: 2克,蛋白質: 2克,Bolani
Pork and beans,"Campbell's Pork and Beans, 72 G",卡路里: 72,碳水化合: 21克,脂肪: 0.5克,蛋白質: 5克,Pork%20and%20beans
Nian gao,"Chinese, 1 slice (European style)",卡路里: 424,碳水化合: 61.8克,脂肪: 15.6克,蛋白質: 9.6克,Nian%20gao
Oysters Rockefeller,1 oyster,卡路里: 52,碳水化合: 2.3克,脂肪: 3.6克,蛋白質: 1.5克,Oysters%20Rockefeller
Tav?e grav?e,"Vori, 100 g",卡路里: 35,碳水化合: 23克,脂肪: 3克,蛋白質: 6.5克,Tav?e%20grav?e
Bakkwa,"Bakkwa, 1 pack",卡路里: 45,碳水化合: 4克,脂肪: 1克,蛋白質: 5克,Bakkwa
Xacuti,"Costa’s, 100 g",卡路里: 156,碳水化合: 10.7克,脂肪: 12克,蛋白質: 1.4克,Xacuti
Sarapatel,"Sarapatel Ajft, 100 g",卡路里: 123,碳水化合: 1克,脂肪: 4克,蛋白質: 18克,Sarapatel
Taquito,"Homemade, 1 taquito",卡路里: 241,碳水化合: 16克,脂肪: 12克,蛋白質: 14克,Taquito
Egg drop soup,"egg drop soup, 1 cup",卡路里: 73,碳水化合: 1.1克,脂肪: 3.8克,蛋白質: 7.5克,Egg%20drop%20soup
Shaobing,"Shaobing, 1 st",卡路里: 270,碳水化合: 42.4克,脂肪: 9.7克,蛋白質: 8.4克,Shaobing
Chawanmushi,1 individual cup,卡路里: 162,碳水化合: 1.9克,脂肪: 7克,蛋白質: 20.2克,Chawanmushi
Nsima,"Zambian, 1 cup (122.0g)",卡路里: 422,碳水化合: 93.8克,脂肪: 4.4克,蛋白質: 9.9克,Nsima
Pollock roe,"Narae?seasoned?pollock?roe, 100 g",卡路里: 120,碳水化合: 1.8克,脂肪: 5.9克,蛋白質: 16.9克,Pollock%20roe
Slinger,"Sonic, 1 Serving",卡路里: 350,碳水化合: 35克,脂肪: 16克,蛋白質: 14克,Slinger
Japchae,"Japchae, 1 container",卡路里: 348,碳水化合: 51.5克,脂肪: 11.5克,蛋白質: 11.4克,Japchae
St. Honor? cake,"D?lices St-honor?, 1 slice",卡路里: 330,碳水化合: 38克,脂肪: 17克,蛋白質: 3克,St.%20Honor?%20cake
Barm cake,"Generic, 1 Barm",卡路里: 244,碳水化合: 45.4克,脂肪: 2.9克,蛋白質: 9.1克,Barm%20cake
Tulumba,31.48 gramme,卡路里: 77,碳水化合: 10.5克,脂肪: 3.5克,蛋白質: 1.2克,Tulumba
Xiaolongbao,1 trozo,卡路里: 67,碳水化合: 8.3克,脂肪: 2.3克,蛋白質: 3.6克,Xiaolongbao
Delmonico steak,"Delmonico, 9 oz",卡路里: 375,碳水化合: 0克,脂肪: 18克,蛋白質: 38克,Delmonico%20steak
Stromboli,"Stromboli, 6 "" sandwich",卡路里: 445,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Stromboli
Kanafeh,123.68 gramme,卡路里: 409,碳水化合: 38.9克,脂肪: 25.5克,蛋白質: 7.7克,Kanafeh
Hamdog,"Generic Hamdog, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Hamdog
Garri,"Garri, 100 g",卡路里: 374,碳水化合: 88.3克,脂肪: 1.5克,蛋白質: 1.9克,Garri
Kofta,"Kofta-home Made, 388.4 g",卡路里: 524,碳水化合: 16.2克,脂肪: 16.5克,蛋白質: 78.5克,Kofta
Chana masala,"Homemade, 1 plate",卡路里: 565,碳水化合: 99.3克,脂肪: 10.4克,蛋白質: 18.5克,Chana%20masala
Salo,"Salo, 100 gram",卡路里: 516,碳水化合: 1克,脂肪: 52克,蛋白質: 12克,Salo
Lung fung soup,"Chinese, 440.1 g",卡路里: 32,碳水化合: 16.1克,脂肪: 3.6克,蛋白質: 7.6克,Lung%20fung%20soup
Dirty rice,"dirty rice, 1 cup",卡路里: 130,碳水化合: 29克,脂肪: 0克,蛋白質: 3克,Dirty%20rice
Urnebes,"urnebes LIDL, 1 g",卡路里: 111,碳水化合: 7.9克,脂肪: 6.4克,蛋白質: 5.5克,Urnebes
Andouillette,"Andouillette, 1 pot",卡路里: 93,碳水化合: 22克,脂肪: 0.4克,蛋白質: 0.3克,Andouillette
Landj?ger,"Schm?lze landj?ger, 100 g",卡路里: 324,碳水化合: 4克,脂肪: 25克,蛋白質: 22克,Landj?ger
Fisherman's soup,"Homemade, 1 cup",卡路里: 320,碳水化合: 16克,脂肪: 8.4克,蛋白質: 42.9克,Fisherman's%20soup
Romeritos,"Generic, 100 grams",卡路里: 350,碳水化合: 27克,脂肪: 18克,蛋白質: 22克,Romeritos
Lane cake,"Homemade, 1 slice (1/10th of cake)",卡路里: 870,碳水化合: 188.5克,脂肪: 41克,蛋白質: 11.9克,Lane%20cake
Pork jelly,1 cup,卡路里: 164,碳水化合: 4.9克,脂肪: 7.3克,蛋白質: 19.5克,Pork%20jelly
Idiyappam,1 taza,卡路里: 281,碳水化合: 57克,脂肪: 6.2克,蛋白質: 3克,Idiyappam
Sm?rg?st?rta,"Sm?rg?st?rta, 200 g",卡路里: 500,碳水化合: 42克,脂肪: 30克,蛋白質: 18克,Sm?rg?st?rta
Sma?en? s?r,"S?r Sma?en? V Housce S Tatarkou, 120 g",卡路里: 640,碳水化合: 4克,脂肪: 13克,蛋白質: 0克,Sma?en?%20s?r
Arroz con pollo,"ALBAT, 400 gr",卡路里: 450,碳水化合: 60克,脂肪: 8克,蛋白質: 12克,Arroz%20con%20pollo
08xmsn,"M&M, 1 pack",卡路里: 250,碳水化合: 29克,脂肪: 13克,蛋白質: 5克,08xmsn
Petit g?teau,42 gramme,卡路里: 157,碳水化合: 27.3克,脂肪: 4.8克,蛋白質: 1.5克,Petit%20g?teau
Tea egg,"Tea?egg, 100 g",卡路里: 205,碳水化合: 15.9克,脂肪: 7.6克,蛋白質: 17.9克,Tea%20egg
Cocada amarela,"Doces?Joaninha, 20 g",卡路里: 58,碳水化合: 7.6克,脂肪: 2.5克,蛋白質: 1.3克,Cocada%20amarela
Japanese curry,"Japanese, 1 serving",卡路里: 97,碳水化合: 9.2克,脂肪: 4.9克,蛋白質: 4.1克,Japanese%20curry
Qeema,2 cups,卡路里: 489,碳水化合: 18.6克,脂肪: 32.1克,蛋白質: 32.1克,Qeema
Unagi,"Unagi, 1 cup",卡路里: 490,碳水化合: 19克,脂肪: 31克,蛋白質: 33克,Unagi
Hoppin' John,224 gramm,卡路里: 276,碳水化合: 58克,脂肪: 2克,蛋白質: 12.3克,Hoppin'%20John
Clafoutis,1 pi?ce,卡路里: 269,碳水化合: 43.2克,脂肪: 8.7克,蛋白質: 7.4克,Clafoutis
Green curry,"Thai Restaurant (correct), 400 g",卡路里: 255,碳水化合: 22.5克,脂肪: 11克,蛋白質: 18.5克,Green%20curry
G?i cu?n,"Pho Hoa, 1 piece",卡路里: 99,碳水化合: 15克,脂肪: 2克,蛋白質: 5克,G?i%20cu?n
Chilli crab,"Crab, 1 portion",卡路里: 378,碳水化合: 13克,脂肪: 23克,蛋白質: 30.2克,Chilli%20crab
Lo mai gai,"Lo Mai Gai, 1 cup",卡路里: 161,碳水化合: 18.9克,脂肪: 5.4克,蛋白質: 9.4克,Lo%20mai%20gai
Lo mein,"Chinese, 1 cup",卡路里: 310,碳水化合: 35克,脂肪: 12克,蛋白質: 14.7克,Lo%20mein
Puttu,"anand puttu, 100 grams",卡路里: 164,碳水化合: 38克,脂肪: 0.7克,蛋白質: 2.7克,Puttu
Fried pie,"Lynn's Fried Apple Pie, 1 slice",卡路里: 250,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Fried%20pie
Spanish rice,"spanish rice, 1 cup",卡路里: 200,碳水化合: 40克,脂肪: 2.5克,蛋白質: 5克,Spanish%20rice
Nuea phat phrik,"Generic Nuea Phat Phrik, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Nuea%20phat%20phrik
Jeow bong,"NiceSpice, 14 g (1 Tbsp)",卡路里: 25,碳水化合: 4克,脂肪: 0.5克,蛋白質: 1克,Jeow%20bong
Massaman curry,1 cup,卡路里: 317,碳水化合: 23.3克,脂肪: 15.7克,蛋白質: 22.3克,Massaman%20curry
Ostkaka,"Fr?dinges ostkaka, 100 g",卡路里: 170,碳水化合: 16克,脂肪: 7克,蛋白質: 10克,Ostkaka
Guilinggao,"Guilinggao, 250 g",卡路里: 142,碳水化合: 37克,脂肪: 0克,蛋白質: 1克,Guilinggao
Spettekaka,"matkalkyl.se, 50 gram",卡路里: 427,碳水化合: 71.4克,脂肪: 9.8克,蛋白質: 11.8克,Spettekaka
Cudighi,1 link,卡路里: 258,碳水化合: 3.2克,脂肪: 20.5克,蛋白質: 14.3克,Cudighi
Saltimbocca,"saltimbocca, 1 Gramm",卡路里: 142,碳水化合: 0克,脂肪: 6克,蛋白質: 22克,Saltimbocca
Sfogliatella,139.37 gramm,卡路里: 439,碳水化合: 47.2克,脂肪: 23.9克,蛋白質: 9.7克,Sfogliatella
Beef chow fun,1 cup,卡路里: 209,碳水化合: 25.4克,脂肪: 7.4克,蛋白質: 8.7克,Beef%20chow%20fun
Chow mein sandwich,"Chow Mein, 1 serving",卡路里: 500,碳水化合: 63克,脂肪: 24克,蛋白質: 19克,Chow%20mein%20sandwich
Carnitas,"Elizabeth's Carnitas, 1 cup",卡路里: 210,碳水化合: 10克,脂肪: 18克,蛋白質: 21克,Carnitas
Chinese steamed eggs,"Broccoli, 88 g",卡路里: 19,碳水化合: 1克,脂肪: 1克,蛋白質: 1克,Chinese%20steamed%20eggs
Oyster omelette,"Hawker, 1 plate",卡路里: 325,碳水化合: 18克,脂肪: 11.9克,蛋白質: 34.8克,Oyster%20omelette
Garden salad,"Heb Garden Salad, 2 cup",卡路里: 15,碳水化合: 3克,脂肪: 0克,蛋白質: 1克,Garden%20salad
Salade ni?oise,356.21 gramme,卡路里: 586,碳水化合: 30.7克,脂肪: 42.7克,蛋白質: 24.9克,Salade%20ni?oise
Dal bhat,"Generic, 2 cups",卡路里: 316,碳水化合: 0克,脂肪: 0克,蛋白質: 1克,Dal%20bhat
Biscuits and gravy,"Biscuits and Gravy, 1 biscuit, 1/2 cups",卡路里: 310,碳水化合: 31克,脂肪: 16克,蛋白質: 7克,Biscuits%20and%20gravy
Omurice,194.9 gramme,卡路里: 338,碳水化合: 26.1克,脂肪: 19克,蛋白質: 17.3克,Omurice
Pao cai,"Xin du pao cai, 48 gram",卡路里: 23,碳水化合: 5.1克,脂肪: 0克,蛋白質: 0.3克,Pao%20cai
Nasi liwet,"Generic, 100 gram",卡路里: 138,碳水化合: 25.9克,脂肪: 2.7克,蛋白質: 2.7克,Nasi%20liwet
Thai suki,"Mk Suki, 1 pot",卡路里: 739,碳水化合: 65.4克,脂肪: 37.3克,蛋白質: 38.4克,Thai%20suki
Moo shu pork,"Moo Shu Pork -- Food Network, 1 cup cooked",卡路里: 237,碳水化合: 18克,脂肪: 10克,蛋白質: 22克,Moo%20shu%20pork
Corn crab soup,"Crab Corn Soup Homemade, 0.5 cup",卡路里: 219,碳水化合: 35克,脂肪: 9.6克,蛋白質: 8克,Corn%20crab%20soup
Fabes con almejas,"Fabes Con Almejas, 440 gr",卡路里: 295,碳水化合: 247克,脂肪: 9.9克,蛋白質: 18.3克,Fabes%20con%20almejas
Golden Opulence Sundae,"Generic Golden Opulence Sundae, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Golden%20Opulence%20Sundae
Ketoprak,"Indonesian, 1 Plate",卡路里: 509,碳水化合: 67克,脂肪: 26克,蛋白質: 30克,Ketoprak
Mala Mogodu,"Mala Mogodu, 0.5 cup",卡路里: 162,碳水化合: 0克,脂肪: 13克,蛋白質: 9.3克,Mala%20Mogodu
Tekwan,"Homemade's, 1 bowl",卡路里: 148,碳水化合: 21.5克,脂肪: 3.3克,蛋白質: 9.2克,Tekwan
Vatrushka,"Vatrushka, 1 piece",卡路里: 351,碳水化合: 60克,脂肪: 7克,蛋白質: 12.7克,Vatrushka
Yin Yang fish,"Graze, 46 g",卡路里: 217,碳水化合: 23克,脂肪: 13.3克,蛋白質: 4.3克,Yin%20Yang%20fish
Boston cream doughnut,"Boston?cream, 100 g",卡路里: 370,碳水化合: 42克,脂肪: 20克,蛋白質: 6克,Boston%20cream%20doughnut
拉麵,"拉麵, 100g",卡路里: 307,碳水化合: 63.4克,脂肪: 1.1克,蛋白質: 10.4克,拉麵
Home fries,"Home Fries, 1 cup",卡路里: 359,碳水化合: 45克,脂肪: 19克,蛋白質: 4克,Home%20fries
Mustacciuoli,102.4 gramme,卡路里: 162,碳水化合: 33.4克,脂肪: 1克,蛋白質: 5.9克,Mustacciuoli
Clam cake,1 piece,卡路里: 107,碳水化合: 10.7克,脂肪: 5.1克,蛋白質: 4.3克,Clam%20cake
Sarma,"Sarma, 1 kom",卡路里: 174,碳水化合: 15.4克,脂肪: 24克,蛋白質: 1.4克,Sarma
Shahe fen,"Chinese Cuisine, 494 gram",卡路里: 352,碳水化合: 44.2克,脂肪: 13.2克,蛋白質: 14克,Shahe%20fen
Charleston red rice,"Happy Herbivore, 0.5 cup",卡路里: 121,碳水化合: 25.7克,脂肪: 0.9克,蛋白質: 2.9克,Charleston%20red%20rice
Fish head curry,"Indian Curry, 200 g",卡路里: 1183,碳水化合: 57.7克,脂肪: 77克,蛋白質: 77克,Fish%20head%20curry
Podvarak,"Homemade, 1 plate",卡路里: 230,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Podvarak
Pihtije,"Domace, 100 g",卡路里: 239,碳水化合: 1克,脂肪: 7克,蛋白質: 43克,Pihtije
Popara,"Homemade, 310 g",卡路里: 400,碳水化合: 58克,脂肪: 10克,蛋白質: 21克,Popara
Ka?amak,"Ri100 -, 100 g",卡路里: 1005,碳水化合: 634克,脂肪: 213克,蛋白質: 158克,Ka?amak
Seolleongtang,"Seolleongtang, 2 cups cooked",卡路里: 435,碳水化合: 45克,脂肪: 15克,蛋白質: 30克,Seolleongtang
Go??bki,"Go??bki, 100 g",卡路里: 119,碳水化合: 11.2克,脂肪: 6克,蛋白質: 5克,Go??bki
Szaloncukor,"szaloncukor tesco, 3 st",卡路里: 153,碳水化合: 23.9克,脂肪: 5.8克,蛋白質: 1.6克,Szaloncukor
Kalduny,"Generic Kalduny, 1 cup",卡路里: 100,碳水化合: 1克,脂肪: 1克,蛋白質: 50克,Kalduny
Zrazy,"Zrazy Z Indyk, 3 szt",卡路里: 76,碳水化合: 4克,脂肪: 3克,蛋白質: 9克,Zrazy
Panettone,"Mart Panettone, 80 gr",卡路里: 297,碳水化合: 42.3克,脂肪: 12.8克,蛋白質: 5克,Panettone
Persimmon pudding,0.5 cup,卡路里: 216,碳水化合: 43.9克,脂肪: 3.6克,蛋白質: 3.3克,Persimmon%20pudding
Floating island,"Homemade French Dessert, 0.2 of recipe",卡路里: 128,碳水化合: 13.6克,脂肪: 5.3克,蛋白質: 6.1克,Floating%20island
Zeeuwse bolus,"Ah?zeeuwse?bolus, 1 stuk",卡路里: 272,碳水化合: 56克,脂肪: 2.5克,蛋白質: 5.8克,Zeeuwse%20bolus
Ambuyat,"Aminah Arif, 1 ladle",卡路里: 85,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Ambuyat
Smulpaj,"COOP smulpaj, 100 g",卡路里: 220,碳水化合: 28克,脂肪: 10克,蛋白質: 4.2克,Smulpaj
Moravian spice cookies,"Moravian, 12 cookies",卡路里: 130,碳水化合: 0克,脂肪: 2.5克,蛋白質: 2克,Moravian%20spice%20cookies
Mee pok,"Mee Pok, Minced Pork, 1 plate",卡路里: 511,碳水化合: 57克,脂肪: 23克,蛋白質: 20克,Mee%20pok
Jjigae,"Jjigae, 1 bowl",卡路里: 272,碳水化合: 21.1克,脂肪: 13.5克,蛋白質: 19克,Jjigae
Pizza bagel,"Pizza, 10 oz",卡路里: 335,碳水化合: 0克,脂肪: 0克,蛋白質: 0克,Pizza%20bagel
Tteok,"Oppa?Tteok, 100 g",卡路里: 230,碳水化合: 52克,脂肪: 0.7克,蛋白質: 4克,Tteok
Br?ndende k?rlighed,"Coop br?ndende k?rlighed, 100 g",卡路里: 155,碳水化合: 12克,脂肪: 9.7克,蛋白質: 4.4克,Br?ndende%20k?rlighed
Beaten biscuit,"Generic, 1 Biscuit",卡路里: 111,碳水化合: 16.3克,脂肪: 3.8克,蛋白質: 2.4克,Beaten%20biscuit
?blefl?sk,"Deli, 25 gram",卡路里: 130,碳水化合: 19克,脂肪: 5.1克,蛋白質: 2.1克,?blefl?sk
